"Date","Price","Open","High","Low","Vol.","Change %"
"01/01/2018","470.90","449.00","501.40","449.00","8.00K","5.11%"
"12/01/2017","448.00","432.30","455.40","417.20","10.50K","4.75%"
"11/01/2017","427.70","463.90","500.00","411.20","8.13K","-6.70%"
"10/01/2017","458.40","402.20","458.40","402.20","11.12K","13.97%"
"09/01/2017","402.20","387.40","411.70","373.60","7.13K","4.28%"
"08/01/2017","385.70","379.60","388.10","360.40","9.44K","1.96%"
"07/01/2017","378.30","365.60","403.00","359.60","6.83K","3.39%"
"06/01/2017","365.90","351.00","372.60","349.90","8.68K","6.03%"
"05/01/2017","345.10","382.00","393.30","340.30","6.93K","-9.14%"
"04/01/2017","379.80","376.90","414.60","369.80","10.29K","-0.42%"
"03/01/2017","381.40","364.00","383.90","340.20","5.96K","4.09%"
"02/01/2017","366.40","332.00","381.70","332.00","10.50K","11.03%"
"01/01/2017","330.00","315.00","339.00","303.10","6.19K","4.23%"
"12/01/2016","316.60","330.80","338.30","303.10","6.93K","-4.00%"
"11/01/2016","329.80","296.50","344.40","286.90","6.26K","10.60%"
"10/01/2016","298.20","336.70","345.70","296.90","9.31K","-11.36%"
"09/01/2016","336.40","313.40","340.10","297.00","6.58K","7.58%"
"08/01/2016","312.70","318.00","336.70","311.20","9.90K","-1.79%"
"07/01/2016","318.40","308.70","338.70","306.30","4.47K","4.77%"
"06/01/2016","303.90","300.60","311.30","291.20","10.21K","0.16%"
"05/01/2016","303.40","296.80","328.30","284.10","5.54K","2.64%"
"04/01/2016","295.60","306.40","307.50","274.30","9.39K","-4.86%"
"03/01/2016","310.70","254.90","319.00","252.00","7.53K","22.32%"
"02/01/2016","254.00","241.90","266.80","238.70","8.62K","5.66%"
"01/01/2016","240.40","256.20","259.40","232.50","6.04K","-6.68%"
"12/01/2015","257.60","246.80","271.50","240.60","8.80K","4.80%"
"11/01/2015","245.80","253.70","258.70","237.00","5.25K","-3.11%"
"10/01/2015","253.70","226.30","265.00","218.50","11.58K","10.69%"
"09/01/2015","229.20","233.00","255.00","214.40","7.40K","-2.13%"
"08/01/2015","234.20","252.50","264.50","231.80","10.55K","-7.10%"
"07/01/2015","252.10","289.00","298.80","250.50","7.11K","-12.56%"
"06/01/2015","288.30","273.10","302.40","263.50","10.87K","5.18%"
"05/01/2015","274.10","254.00","280.60","231.90","7.96K","6.94%"
"04/01/2015","256.30","277.90","278.90","241.90","11.72K","-7.87%"
"03/01/2015","278.20","296.70","300.00","259.00","6.39K","-6.39%"
"02/01/2015","297.20","322.10","323.80","287.20","8.50K","-7.64%"
"01/01/2015","321.80","331.00","333.50","302.60","6.67K","-2.81%"
"12/01/2014","331.10","326.60","342.30","326.00","7.56K","1.04%"
"11/01/2014","327.70","327.90","336.90","315.30","4.11K","1.46%"
"10/01/2014","323.00","334.00","353.00","319.00","8.57K","-2.97%"
"09/01/2014","332.90","348.80","353.00","325.00","6.23K","-4.45%"
"08/01/2014","348.40","325.30","356.50","323.60","8.44K","7.40%"
"07/01/2014","324.40","334.90","348.00","320.00","5.18K","-3.19%"
"06/01/2014","335.10","312.30","340.00","295.00","8.16K","7.30%"
"05/01/2014","312.30","335.80","347.00","309.80","6.86K","-7.03%"
"04/01/2014","335.90","336.90","345.80","321.00","8.62K","0.03%"
"03/01/2014","335.80","351.00","366.90","324.50","6.48K","-4.06%"
"02/01/2014","350.00","356.60","366.10","347.90","7.16K","-1.07%"
"01/01/2014","353.80","359.90","373.00","351.00","6.73K","-1.75%"
"12/01/2013","360.10","369.00","376.70","340.70","8.43K","-1.29%"
